question,elapsed_time,memory_diff,cpu_util,proc_gpu_memory_used,device_gpu_memory_used,device_gpu_utilization,response_size,token_count
"""What is the `id.resp_p` for the TCP connection with UID 'Cp91d82qvMkTqXqg48', and what is the `conn_state`?""",1.7845497131347656,0.0,0.03502284051825117,0.0,0.0,61,959,311
"""What is the `version`, `cipher`, and `curve` for the SSL connection with UID 'CecYuJ2aSfvTb8m805'?""",0.5120136737823486,0.0,0.0,0.0,0.0,74,12,5
"""What are the source and destination IP addresses for the DNS queries with `trans_id` 15841?""",0.5346856117248535,0.0,0.05844555999774101,0.0,0.0,88,12,6
"""What is the total number of traffic samples analyzed, and what percentage of that traffic was considered anomalous?""",0.9845719337463379,0.0,0.03173968191545559,0.0,0.0,64,331,105
"""For the MQTT connection with UID 'CczSu14KDCWOJpCK4', what is the protocol version and what is the client ID?""",0.5374133586883545,0.0,0.058148908088672256,0.0,0.0,72,61,14
"""What is the IP address and service associated with the TCP connection with UID 'CczSu14KDCWOJpCK4'?""",0.6687226295471191,0.0,0.09346176910794034,0.0,0.0,69,35,8
"""What is the `name` and `source` for the weird log entry with UID 'CpqDy41l84nYqNKYWk'?""",0.6468679904937744,0.0,0.04830970222554943,0.0,0.0,66,31,6
"""What is the DNS query and response code for the request with `trans_id` 9956?""",0.6404168605804443,0.0,0.0487963417635042,0.0,0.0,74,31,6
"""What is the file with FUID 'Fn1zG7xU70KMl38Lf's mime type and total bytes from the HTTP source?""",0.6425397396087646,0.0,0.09727024827766347,0.0,0.0,70,31,6
"""For Flow ID TCP_0 in the IoT Traffic Flow Summary, what are the source and destination IP and MAC addresses?""",0.6346700191497803,0.0,0.04923818528859968,0.0,0.0,71,31,6
"""What is the recommended mitigation strategy for a MITM attack, and what is its severity level?""",0.6265969276428223,0.0,0.0,0.0,0.0,77,31,6
"""What is the payload and topic for the MQTT publish message with UID 'CczSu14KDCWOJpCK4'?""",0.6704297065734863,0.0,0.09322379272156683,0.0,0.0,73,31,6
"""What is the `version`, `cipher`, and `server_name` for the SSL connection with UID 'CecYuJ2aSfvTb8m805'?""",0.6706647872924805,0.0,0.046595558007644866,0.0,0.0,69,31,6
