question,elapsed_time,memory_diff,cpu_util,proc_gpu_memory_used,device_gpu_memory_used,device_gpu_utilization,response_size,token_count
"""What is the source and destination IP address, and the name of the weird network event with UID 'CpqDy41l84nYqNKYWk'?""",12.99808120727539,1.11328125,2.8537866019207137,0.0,0.0,71,210,64
"""What is the MIME type and total bytes for the file with FUID 'Fn1zG7xU70KMl38Lf' from the HTTP source?""",12.357635259628296,0.578125,2.8904195058006916,0.0,0.0,83,156,46
"""What is the `version` and `mode` for the NTP traffic with UID 'CeahYCkuDqFYFMrNj'?""",9.562598943710327,0.0,2.967289558730622,0.0,0.0,71,210,47
"""What is the user agent for the HTTP request to the host '192.168.0.128' with UID 'CQln2j1Prs5jpIF5zb'?""",11.739105224609375,-0.1015625,2.848385746632784,0.0,4.25,69,168,61
"""What is the `id.resp_p` for the TCP connection with UID 'Cp91d82qvMkTqXqg48', and what is the `conn_state`?""",10.668440580368042,0.80078125,2.9086959585362075,0.0,-1.75,84,138,54
"""What is the `version`, `cipher`, and `curve` for the SSL connection with UID 'CecYuJ2aSfvTb8m805'?""",10.206554889678955,0.01171875,3.006646251521352,0.0,0.0,78,138,32
"""What are the source and destination IP addresses for the DNS queries with `trans_id` 15841?""",10.645261287689209,1.046875,2.9326429062012016,0.0,0.0,85,147,40
"""What is the total number of traffic samples analyzed, and what percentage of that traffic was considered anomalous?""",12.40331506729126,0.09765625,3.0309437272248503,0.0,0.0,75,119,26
"""For the MQTT connection with UID 'CczSu14KDCWOJpCK4', what is the protocol version and what is the client ID?""",12.335593700408936,0.25390625,2.9690504477936828,0.0,0.0,89,104,31
"""What is the IP address and service associated with the TCP connection with UID 'CczSu14KDCWOJpCK4'?""",10.12514591217041,0.234375,2.904279133859591,0.0,0.0,68,310,58
"""What is the `name` and `source` for the weird log entry with UID 'CpqDy41l84nYqNKYWk'?""",10.336400032043457,0.96875,2.950737191425269,0.0,0.0,86,141,43
"""What is the DNS query and response code for the request with `trans_id` 9956?""",59.576430797576904,0.1875,0.5224381451408806,0.0,0.1875,76,126,26
"""What is the file with FUID 'Fn1zG7xU70KMl38Lf's mime type and total bytes from the HTTP source?""",22.226643562316895,0.3359375,1.459397137901406,0.0,0.0,81,141,46
"""For Flow ID TCP_0 in the IoT Traffic Flow Summary, what are the source and destination IP and MAC addresses?""",13.8411123752594,0.640625,3.020891592119334,0.0,0.0,86,215,38
"""What is the recommended mitigation strategy for a MITM attack, and what is its severity level?""",22.456889867782593,0.2421875,1.4193862190030635,0.0,-2.25,83,167,36
"""What is the payload and topic for the MQTT publish message with UID 'CczSu14KDCWOJpCK4'?""",59.18836975097656,0.5625,0.5205836911818587,0.0,0.0,82,124,35
"""What is the `version`, `cipher`, and `server_name` for the SSL connection with UID 'CecYuJ2aSfvTb8m805'?""",59.40633773803711,0.0,0.5207777684667956,0.0,0.0,71,296,58
