question,elapsed_time,memory_diff,cpu_util,proc_gpu_memory_used,device_gpu_memory_used,device_gpu_utilization,response_size,token_count
"""What is the `version`, `cipher`, and `curve` for the SSL connection with UID 'CecYuJ2aSfvTb8m805'?""",1.1625885963439941,0.0,0.026879671879000037,0.0,0.0,66,412,71
"""What are the source and destination IP addresses for the DNS queries with `trans_id` 15841?""",1.1071434020996094,0.0,0.056451585116691745,0.0,0.0,73,336,64
"""What is the total number of traffic samples analyzed, and what percentage of that traffic was considered anomalous?""",1.1751420497894287,0.0,0.07977758945550661,0.0,0.0,76,470,79
"""For the MQTT connection with UID 'CczSu14KDCWOJpCK4', what is the protocol version and what is the client ID?""",1.735306739807129,0.0,0.05402503076224058,0.0,0.0,71,863,150
"""What is the IP address and service associated with the TCP connection with UID 'CczSu14KDCWOJpCK4'?""",1.6133317947387695,0.0,0.038739706366542885,0.0,0.0,79,627,125
"""What is the `name` and `source` for the weird log entry with UID 'CpqDy41l84nYqNKYWk'?""",1.5803406238555908,0.0,0.07909687197372042,0.0,0.0,77,609,129
"""What is the DNS query and response code for the request with `trans_id` 9956?""",1.5862977504730225,0.0,0.059099875778066115,0.0,0.0,72,665,128
"""What is the file with FUID 'Fn1zG7xU70KMl38Lf's mime type and total bytes from the HTTP source?""",1.915727138519287,0.0,0.048937031853328164,0.0,0.0,68,950,186
"""For Flow ID TCP_0 in the IoT Traffic Flow Summary, what are the source and destination IP and MAC addresses?""",1.2971692085266113,0.0,0.0481818405718851,0.0,0.0,89,273,78
"""What is the recommended mitigation strategy for a MITM attack, and what is its severity level?""",3.3151731491088867,0.0,0.04713177652334415,0.0,0.0,78,2069,346
"""What is the payload and topic for the MQTT publish message with UID 'CczSu14KDCWOJpCK4'?""",1.9565646648406982,0.0,0.04791561540729174,0.0,0.0,66,950,192
"""What is the `version`, `cipher`, and `server_name` for the SSL connection with UID 'CecYuJ2aSfvTb8m805'?""",1.3937485218048096,0.0,0.044843096887433126,0.0,0.0,82,610,105
