question,elapsed_time,memory_diff,cpu_util,proc_gpu_memory_used,device_gpu_memory_used,device_gpu_utilization,response_size,token_count
"""What is the total number of bytes sent and received for the HTTP connection with UID 'CSGQoa2Jd3w9MAYMX4'?""",5.820405006408691,0.25,1.1436059849221853,0.0,0.0,-9,2261,467
"""What are the source and destination IP addresses and ports for the NTP traffic?""",7.2664899826049805,0.0,0.804205333522675,0.0,0.0,-14,2851,618
"""What is the HTTP status code for the requests to '/DVWA/hackable/uploads/hack.php'?""",4.456064701080322,2.75,1.2903762368185518,0.0,0.0,-19,1689,327
"""What is the duration of the NTP connection with UID 'CeahYCkuDqFYFMrNj'?""",9.530366897583008,0.5,0.5016858271440289,0.0,0.0,-21,3937,854
"""What is the total number of originator and responder IP bytes for the connection with UID 'CoGdm7e0oGwG8OFBb'?""",5.320132732391357,0.0,1.2452696827776568,0.0,0.0,-8,1817,391
"""What are the `id.orig_p` and `id.resp_p` for the NTP connection with UID 'CKXFw24t4ZxqVVmo5e'?""",5.3681511878967285,0.0,1.0129185653823634,0.0,0.0,-22,1972,458
"""What is the total number of traffic samples analyzed, and what percentage of that traffic was considered normal?""",3.8700990676879883,0.25,1.8571876001855905,0.0,0.0,-21,833,167
"""What is the recommended mitigation for a 'SQL Injection' attack?""",3.0439956188201904,1.0,1.7452390427746605,0.0,0.0,0,886,166
"""What is the behavioral signature of a 'DDoS_UDP' attack?""",3.195467472076416,0.0,1.2322140764717053,0.0,0.0,-9,1257,259
"""What are the source and destination IP addresses and ports for the HTTP traffic with UID 'C8uPgt1NGn906RwII6'?""",4.9789206981658936,0.0,1.4059271927304655,0.0,0.0,-8,1527,327
"""What is the application summary for Flow ID TCP_2 and its corresponding TCP Flag Pattern?""",4.419229030609131,0.0,1.421345206707748,0.0,0.375,-21,1465,303
"""What is the `conn_state` and `history` for the TCP connection with UID 'CoGdm7e0oGwG8OFBb'?""",4.562402725219727,-0.54296875,1.4041395259975573,0.0,-0.0625,-21,1174,305
"""What is the total number of bytes exchanged for Flow ID TCP_3, and what is its App Payload Size?""",5.90190315246582,0.0,1.302545941776117,0.0,0.0,-23,2088,413
"""How many DNS Queries are listed in the 'Brute-force' attack category in the BERT report?""",7.911001443862915,0.0,0.8058398225859922,0.0,0.0,-11,3331,736
"""What is the risk and severity level for a 'Man-in-the-Middle (MITM)' attack?""",4.120867013931274,0.0,1.1905868312210968,0.0,0.0,-21,1537,349
"""What is the `status_code` and `status_msg` for the HTTP requests to the host 192.168.0.128?""",5.512603282928467,0.0,0.9977137330075101,0.0,0.0,-21,2352,447
