question,elapsed_time,memory_diff,cpu_util,proc_gpu_memory_used,device_gpu_memory_used,device_gpu_utilization,response_size,token_count
"""What are the `id.orig_p` and `id.resp_p` for the NTP connection with UID 'CKXFw24t4ZxqVVmo5e'?""",1.285696029663086,0.0,0.048611801357423316,0.0,0.0,62,818,197
"""What is the total number of traffic samples analyzed, and what percentage of that traffic was considered normal?""",1.1627626419067383,0.0,0.026875648454580597,0.0,0.0,72,821,163
"""What is the recommended mitigation for a 'SQL Injection' attack?""",1.3591392040252686,0.0,0.06897748201386551,0.0,0.0,77,1281,224
"""What is the behavioral signature of a 'DDoS_UDP' attack?""",2.489870071411133,0.0,0.05020342283529423,0.0,0.0,56,2417,470
"""What are the source and destination IP addresses and ports for the HTTP traffic with UID 'C8uPgt1NGn906RwII6'?""",1.2004508972167969,0.0,0.0520637704923231,0.0,0.0,63,983,186
"""What is the application summary for Flow ID TCP_2 and its corresponding TCP Flag Pattern?""",1.499110221862793,0.0,0.06253709609391489,0.0,0.0,60,1246,251
"""What is the `conn_state` and `history` for the TCP connection with UID 'CoGdm7e0oGwG8OFBb'?""",2.423552989959717,0.0,0.038682876086634205,0.0,0.0,73,1305,449
"""What is the total number of bytes exchanged for Flow ID TCP_3, and what is its App Payload Size?""",1.626042127609253,0.0,0.0384368885275455,0.0,0.0,74,1479,278
"""How many DNS Queries are listed in the 'Brute-force' attack category in the BERT report?""",1.0603184700012207,0.0,0.08841683197302459,0.0,0.0,64,835,146
"""What is the risk and severity level for a 'Man-in-the-Middle (MITM)' attack?""",1.7375414371490479,0.0,0.07194073034890369,0.0,0.0,68,1700,300
"""What is the `status_code` and `status_msg` for the HTTP requests to the host 192.168.0.128?""",0.9757847785949707,0.0,0.0320255046865873,0.0,0.0,63,702,125
